crate_id,downloads
1001588,23080205
394623,90158
347673,1831828
375039,26500563
3986,37004052
40682,154723023
795589,320086
923884,2548847
344,8236127
56436,50856766
938799,11880
805087,141600789
843836,81968
1402368,2045
226611,69988784
1788,265995391
1609378,139
39441,4777741
7587,36395709
1014821,138909
2906,254170959
1435747,24617
1574498,275
78268,28508773
280770,3900981
1012422,1735
1609802,119
1237904,27207
777488,168037794
304517,77296
148534,28515
5708,12166774
725524,405149
84153,35563071
1170257,21184
1596567,560
3342,39485119
1599167,174
1604731,456
1190619,19399
1595268,185
80913,5364362
99763,11507932
359577,3758156
36395,23658519
1108930,90384
123348,1427519
255839,243354235
534248,4720817
8765,18619889
267305,11571288
2450,161673894
18196,127170
4032,123876
863337,160249
859840,1030
674397,95330
1569735,268
1603151,426
1500389,5060
106623,368498
1428665,36456
1560966,786
319466,59022541
530123,33729
373097,1132162
794562,10657007
1475827,1750
677966,8348
980751,4389639
137727,99379
1560959,1343
477,30056194
800738,59896857
1440022,4874
184471,4314764
4288,3942149
364475,85003
888563,44402
5374,27974594
605902,482067
250592,3949575
95015,3071113
965852,13949
814867,50851
589251,157546962
15425,52055752
645588,4265806
1091674,99493
1603203,740
1251425,11446
872,56136237
93151,62674027
63571,4406151
822892,12067
411279,5584
59770,4455838
1074380,27562
172607,7288
723391,12963513
350748,7930
147884,51528
1581906,221
69367,24105
336454,5130
274712,237638219
703417,9828
513680,13699
656850,24282448
1124552,21464416
1421836,1475569
469729,43096
1078954,85118654
692796,74148
323739,28992
804009,22015
30562,3086602
291373,15525
1036321,11770
211263,7977
1157365,4731
391686,6354490
154567,114407217
996989,101372715
331954,32381
242430,71625453
169753,47605278
285378,33542
235861,10164
242446,147485374
471921,25798438
838341,133884292
150755,885143
1512619,1169
316505,24434
124841,31517
54049,38812
251796,539215
987851,16142
87994,72470279
141162,973429
1283220,10765
1517466,345
1994,330347904
173917,11884
170077,4615552
721,7582422
941683,37735
1597752,185
7159,6956
144097,163155662
153870,134301818
1238282,10431822
1561509,249
1580297,221
342433,35328
107937,21506
1451950,553
247458,2647236
130412,125236965
628579,35844
4340,51649745
380904,54447
459332,388516409
1099299,29808
32117,194716
1099334,36227
394443,89668
1540096,317
137211,87954968
1098665,30815
481996,78268395
429524,16843
350601,55416
823540,65452
646293,92510
1508331,427
1359899,10051729
186088,746927
1389825,810
247469,2632142
253997,30756298
1606636,143
1301011,156368
485426,59020319
49341,18516093
1532004,325
3190,52613978
1603846,154
315043,26171079
1325248,45193430
247465,2631454
913898,4564898
1124556,28371324
40160,3039
176514,6917693
454541,16011
1005795,103565
1546141,8155
917245,653593
1290460,31836751
6855,199812355
838340,136561675
164157,19970251
514693,45901347
1612034,95
1601552,165
522582,32835527
419491,33068734
763746,104579551
1098789,29817
861664,46289
8893,121851082
323779,157428017
836,41428008
1492028,940950
871973,77572
285261,28935325
587208,24103016
4668,17757
394618,91384
394487,116713
1578935,465
320365,12294849
394662,93528
7339,19164762
955483,10055922
15844,27106
72719,5837160
1227952,70200040
1469161,12082
247464,2611813
487498,49531929
8,197375217
375027,26505222
62967,5214353
314661,88933
215240,688678
752082,217141
395624,39823
23927,103069861
14055,135677279
776552,227987
118673,11488084
453807,19457300
206536,33030205
314555,3864199
1568761,729
984772,111393
1594189,236
811574,143969837
604688,4263744
1561906,1451
2460,20767585
7651,32420098
47214,2891081
731451,6090
1593334,368
14874,75407226
393116,4383607
1610034,120
2463,112976393
87830,37915582
1099181,32125
627746,35662997
1472319,15815
88080,1407
1522145,412
657723,3676
1607475,268
911422,2804
49177,1920476
484466,4994072
512489,54008948
1245787,35885
952046,186444
54572,9866736
354798,15385560
1408686,9070
49140,40861100
1193440,62343308
1216984,1161467
297932,12405199
366443,69851302
485425,59052862
509372,30521953
579414,106852688
481770,15078431
654911,20647
373152,2917132
515651,34306444
87993,79567808
478771,33350
1590852,358
270848,105851
1602370,160
918105,2398463
1438386,356235
898753,28310299
751890,4996
3293,48266044
247457,5465228
221009,19828
125332,64152236
349768,130831
1593661,714
1430444,22328
1211796,4539530
1609365,251
20804,57753966
480016,3139448
49141,40944017
266293,3902115
247317,88237285
551919,64547
435633,21987867
219582,12271423
1098763,34728
1335130,20158599
350167,36318442
591834,6884262
908993,548704
394667,91895
762506,55740
176208,4117
1004704,490974
805089,63455688
720019,471376
1301172,36352
1603907,151
1405319,5585
1599940,775
1412988,9576
121113,13704
720024,411574
719967,431228
753372,12483
561025,48991
1478057,129125
1587946,587
1119884,51349
807080,37331
1549075,299
317846,22769
954349,2354
720031,489679
819049,11453741
1611130,214
348408,77575
140652,631231
448931,339597
29612,347830
1056766,28049
1591359,198
1554578,292
503045,1265
1610453,119
825047,19092
213435,145694
394554,104754
81143,6940
1346582,71440
534899,1166
1096147,32026
420837,36812
188826,5621161
1099071,30082
1560245,672
1482548,2878
988429,26670
867499,1355
697140,920362
1602722,160
988428,21661
1607280,826
1598503,352
842449,181001
241901,70331
1595526,186
1566092,3103
25002,823091
224650,303253
1046574,117522
732147,481743
395074,1901
5081,49074
148849,16260
1293624,163400
1345864,2754
311478,6808
306098,4052125
461899,60223778
202835,67338234
4595,38254623
1545965,282276
609584,198862
811648,129349
1469152,28440
38879,18431984
213387,649351
367496,552445
61995,31635090
394466,514039
148183,12336407
1569842,395
1574806,333
345302,9417
1291346,908
1149738,158676
224749,395396
243165,871966
394533,155702
4312,31429
378887,314185
1964,256164249
556681,94062
1595411,499
1587633,1424
283064,69741
34341,1142009
482269,63714292
755251,174149
720023,496406
1601367,642
376388,60991
1418539,5366
45882,9695501
5593,68377
1046671,86993
360569,1380
262484,1234
643047,233379
541607,155471
1545242,323
213429,575262
1146292,3615677
983986,8040335
961056,8289
2192,8256539
675097,125721
1606306,184
1505663,1393
719946,82679
732509,541507
240554,542762
1611313,117
772206,341260
385151,22897
1596719,185
1600602,160
9079,46214105
1583040,217
844765,1069
245224,10417
295506,126711
165686,135443
127833,2905271
1352788,83410
985660,1676
1606638,138
55071,4416294
1546742,5084
639092,36193322
535996,46304
1508659,15555
442763,125059
906145,1095
1211785,4453011
1006743,1005
1493952,366
720004,491048
1088606,456775
474070,153664
177994,13593489
1609902,827
803776,24079
25962,19609327
6531,147826636
408169,106821
43503,27456679
816490,34459
727598,630223
1115214,21322
1581714,211
783377,1088
719984,14956
986336,5212
89033,2245
449062,130583
748561,13634967
1611806,232
1609332,396
694035,706068
1611776,107
227289,5924292
1593428,2856
505475,41093
1601939,775
314529,108854
93557,88747301
849151,187934
7591,2623863
7345,147560309
764584,3700824
56535,361639
1583609,250
1553309,282
1402576,689
56286,191932
514890,54473
1609906,821
263867,65169
650971,3524116
789534,457860
750650,16108
244218,135899
200530,639398
1338635,953
54067,5224395
967304,7897
400800,237407
3587,11648
206750,8598937
1437372,2976
306013,30424
1270724,16703
313940,7272600
760980,1577
362559,48223
550230,157323
1581681,217
18285,32355
557,64730
394684,254195
548262,4256
128352,6754
224645,15650
222548,2809
1124248,1030
1578137,226
2783,152079
878003,118108
676036,2857
589924,13240
281008,55350
8408,16713190
32675,18554317
86789,15160
1200661,106760
82279,54118327
439128,15555
536913,3354949
505990,2251766
6206,3576862
1600906,159
3803,94119
796096,7236237
1537564,670
35402,1944578
1419396,741
1611808,220
690344,19434
1602644,159
150956,1296
468599,241071
1610966,340
1430088,19943
4738,722187
1446602,584
435774,65608814
764350,19811
1379757,4658
1602647,156
620895,193245
1602653,156
82614,19424963
1446048,438
1500312,437
724293,1548
76417,60497
1586916,202
557828,1115
275108,176314
501788,72236
1599168,2053
1169597,1164
619964,179960
417402,242113
563273,3318410
74084,1213770
213371,603506
272495,118337
1581802,3102
6167,4209827
850203,23787
5127,192899337
523582,19580
110046,2240
969401,2372
481340,1254
209905,1514992
110821,59261
354706,83018
811322,143167
1240443,3271599
1409115,39621
1480574,14594
1609335,240
231375,2246
230706,2184
135512,4409576
209657,1162013
5514,446077
260965,221554
353841,62703
55151,450192
632283,26519
676993,199279
33231,14179130
733176,21387
1601002,169
1555700,1629
494684,707061
1006540,8773
1585782,233
1611153,108
803950,41394
719926,75541
159564,219326
36670,1048633
40916,9834770
1611773,106
164432,507491
242382,14542531
352752,50171187
764596,3719411
6477,1909691
915987,500394
1133963,100332
8442,3669
85032,5810
2987,6295114
1603524,621
73113,112190
1061444,7775
289533,223190
109319,41412
306571,11577
763277,22558
895340,1038
722586,3604
1583338,220
1537046,687
280744,39823
1354684,13953
1569643,273
327686,62555
1612198,79
883543,204871
391459,76595
1537991,478
96696,13670
1483474,408
390401,35108
8700,775272
8070,80284
124637,4179727
94101,426107
637046,98392
182430,58715
811573,39076
7905,4760463
463959,7337
960156,75095
1595245,429
391549,38730
1224445,81106
1439763,6749
888593,1955
1548520,3920
1305946,18339
1029251,1032
369088,4902
762868,1067
1101838,1615
430723,1135
1539388,313
1546529,766
751842,953385
729884,3254587
5867,12902387
4468,203624
295337,135242
917322,488123
198382,99345
1394887,143999
434304,445721
1097129,8781
1324209,8896
1591300,200
206813,7750
226215,53751
1406105,10125
558486,95812
7348,20897521
9167,397044061
843701,22088
886,39726766
24944,31755
391460,99189
182911,25492
1611392,106
521766,19200
224656,43666
1612209,88
683957,5707
414461,163545
154282,56634
744333,1185
1162371,1577
189427,1979
840420,1134794
548780,15701
3096,230776
6781,14364556
892218,503665
32679,18596368
41918,7026
1251343,28933
984754,112017
157487,6484032
827937,43780
1247752,1021
282237,2342495
521349,19235
1550483,307
594246,52473
892935,1072
523695,54125
1523861,392
1595413,190
590623,62276
507901,818
905654,1009
848325,17642
2884,2486
1101870,21861
213707,1255
481733,274480
1511432,387
133619,12514
245217,44679
1939,97284984
1041529,3801785
211968,292784
2304,74215367
1090869,12127
972985,140562
