crate_id,downloads
1043651,42920
4964,22485
640400,1524
579385,6770
892605,4198
1233662,7382
9744,19266
316269,5772
293678,615338
5121,107687
900052,36243
177397,89295
184922,64692
1591621,532
1551436,3602
1488448,3374
1064900,4476
1416663,1419
1306887,13401
510959,86712
185310,5489
1549171,335
172974,2002
593343,16044
834370,1040
921427,8006
449498,20360
312824,14046
201230,10021
299257,2476
24087,10344
353012,7279
29888,8512
431330,7625
257478,4331
304388,10699
260157,12375
168359,18927
1469197,2378
821554,4737
880773,3452
594984,12992
179686,83164
294395,16172
956035,10860
675597,11112
1566018,302
846602,13520
1394660,4189
134179,20884
152876,2305
652528,10318
954258,11749
676264,4664
608771,3422
282097,37337
426785,7384
1034105,24691
481955,6072
47024,11427
702242,13535
802760,13482
194153,4175
1500589,415
1302909,2734
880912,4526
225104,17681
417982,8285
913075,11226
873135,70540
633874,6057
216595,138781
1002301,12343
295470,5909
523688,22834
1342339,2690
14871,13419
618753,20754
1081353,11956
816235,10857
1241569,13003
916315,9192
113601,12393
912409,30191
371347,9447
968296,11316
744818,4175
1008328,1821
422529,36367
1180805,16334
979394,1925
150190,18902
1559510,1362
479604,2101
432381,3001
1113522,1765
713584,4925
382439,4467
1573231,247
846491,7579
111122,6778
39878,4239
914064,18590
1083761,27703
1588127,376
1227753,7375
1582176,227
392963,11212
601556,21475
1261129,1649
400786,3654
896420,2627
485187,10932
1128998,8466
1407125,1454
775098,8257
1511106,703
1221792,11490
1331048,5687
257640,7150
713962,13659
611160,1094
436117,2981
705013,124325
764957,27684
570914,22979
488048,6726
53093,15037
437464,5162
172670,5256
590862,5270
117427,1397
1413410,585
1197196,960
378762,11706
391765,10856
1060293,10144
1286606,74616
1204295,991
340732,1843
1608192,266
153396,117318
685742,16041
128527,65321
692505,19536
1087270,5047
358917,10030
1510836,717
116073,5968
490150,15930
727132,1033
579997,6164
293296,1191
79990,6821
395577,62280
730261,2774
240679,5902
1552798,543
1584236,409
97820,6956
121353,4318
379375,147776
794480,22318
503680,1251
46821,2928
340792,9546
940925,1920
1037495,12941
149102,34840
545843,3767
1025132,9070
1095238,6856
752800,1090
199506,50254
827324,2098
456268,22228
130556,19455
672659,6116
180199,5533
704789,11007
464604,28499
633611,7299
211430,11679
959086,6641
475859,11349
443677,4492
63674,3330
411664,2902
181082,17939
587520,12012
1311972,11514
266503,68017
1039084,5751
1236736,4666
1014756,14588
470295,8257
603465,10669
1530479,869
328333,3880
108331,5938
232679,4777
595276,14629
99097,19772
241619,3957
466801,2055
203224,16071
1246530,1998
318434,8188
66213,6991
331369,12651
987580,5228
1315341,791
1165688,5295
1082936,4480
1179172,4858
293729,6785
1295566,2670
563033,1192
421001,5415
657928,12308
764339,7966
566547,4665
226891,4225
245006,5064
835353,6334
857809,3757
429409,2935
1009245,3145
648362,19291
271207,6545
111918,13355
163799,6307
74037,15579
770885,14238
75430,5552
693954,55548
293190,63707
192382,2275
440838,12089
1043737,42720
887490,8726
882696,5937
84684,6072
161937,15811
265218,31928
626768,2422
613163,1100
181834,3214
244610,6246
45911,6308
256136,23605
679295,2839
480999,10223
357782,1180
240199,11035
887029,19574
243687,2938
635847,4013
101229,14099
473566,44215
285234,19192
221586,2252
280134,257180
293997,89147
797649,5097
315395,214385
639786,37590
1583815,221
1461365,5418
623253,11677
830364,3648
665427,3108
136646,31812
895563,6164
838024,8503
1219468,6845
1123347,2153
150850,28952
144199,96033
936831,6918
652707,3707
235732,3899
408815,3008
218672,14826
479565,1970
415456,11310
430007,5690
901450,5406
67682,22070
639677,9040
995960,8566
1099307,2692
44273,17113
529875,22898
211456,4040
801976,11167
85617,10255
521730,5700
57674,19455
57664,15908
1745,34398
106046,597824
267746,46605
1016942,3377
1379,2361
678070,10508
377397,248503
403739,11514
269329,4698
1065772,13842
377134,12784
171165,13235
1542369,1187
76892,14093
351165,8320
3496,126743
290758,27774
220759,2620
487431,5383
371278,16415
103781,9024
185913,3423
739492,5150
997953,8663
352061,2156
896555,20969
390367,1975
41420,43952
914273,1115
970942,12245
1583807,211
192455,14117
567271,17730
846427,5935
465631,2856
1575526,1085
407269,10321
276075,5206
1481386,1275
1589788,575
227443,9695
285748,4115
732556,5853
144345,7915
418394,6285
588182,10952
198080,16460
1459465,4673
207396,2320
848567,5291
525876,9711
600808,191158
813920,12124
123752,3272
167545,3081
653380,6974
1016746,2498
203843,21250
500931,10048
614172,27772
1191491,5356
188585,3733
595345,15333
592045,19549
418410,6737
1092446,6481
512111,15206
374449,6725
87852,11450
251860,40012
423050,6993
1580547,225
1432175,5812
156048,17402
163223,5049
1426111,7120
611869,6358
11924,5481
1500900,657
101095,61784
161225,65914
498891,6489
570093,1715
5692,9840
428745,5060
267652,17064
598941,13317
374850,12348
401410,1157
374398,5587
927049,1073
374370,14493
376812,12818
553260,3098
1246071,913
123733,5051
400048,87520
509965,11998
274,38789
526994,8037
61047,22478
571380,1201
602668,6687
567334,5280
1560150,799
1320577,843
146197,18252
1009219,7060
211744,19372
867111,8601
522920,14957
869264,14418
516613,9056
811654,11763
1199019,1131
881121,12239
927164,6441
132202,5377
435682,9965
1461783,460
1477693,1221
262004,4020
866994,5309
1475643,17743
1589776,729
857188,3404
1223962,1838
1104731,10599
8720,26019
6148,9527
1441233,14345
464058,35216
99561,6618
473966,7003
1290921,2569
125038,7996
548942,65132
172458,30982
322135,46912
329641,8831
876053,5298
7872,6864
1853,67638
139657,22088
160647,12324
652107,32797
167861,6681
181124,6378
305398,15813
195417,2372
309543,8571
97237,7031
89157,9684
1050973,4644
428503,18672
4714,8224
936876,11449
37997,23680
1014346,2105
164977,20536
1495739,11409
1545076,2029
1581693,213
1582450,217
1580540,222
1587064,630
395472,84691
1474446,3052
6298,71618
136687,99598
1587474,209
746989,8764
981057,6287
238675,130542
1077146,424125
255018,31634
127968,16459
479954,60970
25113,2860
313197,14444
1015653,40344
863239,7234
1507210,360
284,16034
259779,8710
935796,5935
5056,2234
1363388,22158
1272768,19573
1099175,35132
2084,7719
173670,4238
71637,5479
279952,22967
1111267,9926
70485,16549
221312,1248
1392925,8421
1471675,1822
140992,6476
1295409,1869
1246807,13962
407771,1388
404815,8590
1380796,4223
1436441,1378
1140652,2138
1103795,15750
122533,30298
1549407,304
6166,4418
1381773,3227
239581,1313
101977,2704
1499765,2958
1179890,17206
427141,2066
1406445,609
91406,5117
273768,4715
103813,4271
1423372,13351
949085,6765
194801,10816
362727,29598
1451888,4169
90027,12706
73386,7294
228692,2232
991173,5217
915192,2296
5907,3335
542092,6729
82466,4723
393103,8534
76859,1579
189726,7313
1112668,40315
6172,9355
188223,59379
1229103,1465
1395164,17473
645637,5311
402131,4758
577976,4761
1048302,10790
881705,15022
567497,4033
1095733,10851
231107,5001
158833,72278
246394,2883
1480646,569
1333344,1396
300344,5253
1169702,8440
119920,8592
1332558,8612
493116,16733
1512643,882
1230552,8657
450528,20349
271739,9199
95562,13305
138585,12632
57665,11915
245544,3264
1582959,212
46466,20494
806405,13437
501300,6188
1476837,5850
449512,4035
1584116,247
1547987,560
1456192,7732
191159,9112
1267577,4852
484340,11991
1190902,18047
308497,19428
1498645,2767
1486597,785
1331701,5449
1298751,6551
1333637,8392
614810,5544
1079282,13059
3922,19713
1132504,9261
128354,5376
1097235,33728
678608,4539
348694,35063
1375327,1711
45146,18437
322889,19431
1160157,4650
1560235,901
1593757,184
1583677,212
1589757,194
1333103,7929
391079,16152
1265827,8026
97344,16939
1580629,7803
1480635,4559
1583869,212
1372435,675
646128,30165
701665,44756
616961,1110
1583475,823
582325,5142
1522037,697
303146,10107
1174452,7603
1363812,3442
1175141,11675
1459900,6434
1584601,3460
1589369,199
1053656,8517
1557622,538
1573523,495
248806,1523
653091,4940
1141681,11258
236406,3209
1107828,3796
1539579,893
1111458,10912
402275,10053
246290,8655
171571,10469
172599,6466
257630,8671
1584715,1050
1534088,604
66708,2956
58878,1584
51483,18905
264051,4860
14574,22047
1449609,8943
1553795,3517
804440,2214
7636,7221
1495252,1504
1465006,7097
214933,20616
1447433,8290
183044,3405
224304,2226
116948,72263
1497589,1398
473221,3620
1211571,6829
810305,2806
1255483,29002
403691,13474
1099381,10674
1096292,4335
267657,16921
1185743,4353
4510,18597
478483,3746
80894,3317
59433,2382
1332714,7684
241302,3168
94615,2339
5175,14205
319798,6158
1328310,11230
6486,17927
142440,6289
3345,7831
354750,35584
7879,25211
1684,15564
500815,7852
1071983,15415
67506,14891
313868,71492
1338072,1399
1270865,8564
1312857,2772
1221436,7315
163916,9402
217685,11884
226202,5400
1197553,22271
92960,4810
204296,3011
162876,9373
92221,77110
198381,3390
1458398,2835
7687,18239
1386242,2214
239165,1203
421188,6761
478433,2879
1452769,4087
380045,38847
1308458,776
8215,7068
95782,15339
6220,24248
138220,4739
406874,1864
1036154,7897
162295,2326
914005,1404
293533,21661
4662,17144
14440,789360
435712,62132
601,428060
8742,9069
485216,23860
211484,1432
841937,91607
1579347,230
390,5348
1447358,4535
115326,4598
951447,1944
571680,3009
610,13576
1001192,9812
1292372,5462
146126,18081
51302,1528
120704,1406
1095796,1033
1540651,925
159191,30465
1508391,833
1498329,4346
320753,96659
455840,23849
1584141,438
1433283,8209
1692,19100
1274638,2626
109356,414061
829587,1087
683208,50246
1107501,7658
128965,3999
654308,8632
604768,2318
1149655,4147
367870,13019
297921,14970
1199080,2749
1408587,4397
97309,6278
18668,5257
1497594,5925
149773,4503
1175917,13107
1119635,10385
1391061,1497
1489951,392
163796,7408
146327,9868
374062,8529
1227752,4342
301593,14810
414397,850557
1448123,12907
1036866,2568
184045,71834
1198421,2747
379036,41447
1493077,356
473235,13678
1382289,1692
1547346,352
1314561,1899
399712,1759
504418,65981
1476333,1979
385992,7906
984039,1177
89617,20284
401984,1164
1290255,8977
777200,92705
1098586,30186
1048777,12606
4861,24081
58818,11129
296855,12884
291996,9073
1217465,993
1490016,5869
1114784,1006
500476,43093
134956,2534
1014747,41613
534250,6570
158421,3451
1214655,2533
24335,6094
1146377,2597
1083883,12442
1452798,1002
505755,5735
288684,12526
1233183,4838
8900,187839
819487,73620
640197,17571
1449358,2057
166724,8699
437211,50595
1371660,3459
581229,1092
1353839,4792
76573,6713
1032777,2917
279119,37655
1584970,1030
1009933,10964
1165137,2384
1422268,1529
880213,21905
1292644,12871
1306086,6181
377198,12872
1333334,8661
1422977,2615
1191998,3420
1008777,1003
237953,5472
26330,6745
79510,12708
394922,18887
171138,6966
6386,24673
712873,39280
6553,42263
2641,542915
1335371,8734
293989,129128
191477,53276
904940,5399
1587959,388
177217,394419
1290018,4998
587453,2956
1237775,1853
450982,11278
1470901,1981
201947,12086
216974,19403
314900,2840
1214785,1605
971075,13003
1242724,8007
81200,6656
21151,7604
1495979,4168
1491789,11147
797455,10620
957338,28278
906233,4004
1470594,2939
326878,5018
215167,30731
1407672,4233
6978,20328
8911,23350
148191,26191
1495708,11162
1562499,1111
115414,13240
162919,8790
576767,18884
914443,4657
8930,7283
129922,274262
1271570,17181
234564,12305
570889,4255
1290913,3062
132419,8384
1325359,3991
1165723,1087
977187,15275
1241481,1787
1293716,11445
846311,14657
1590980,1126
92579,12164
1475547,12979
685444,4927
1343852,4396
529883,5301
619661,9503
1023168,4964
876537,10144
875961,8115
593876,18364
812721,6568
1560231,646
1591949,191
1843,4362
1589457,930
1580564,227
1505483,4436
1588234,630
1590938,569
1319521,7599
1544505,2056
959382,4489
797874,26294
1588245,191
1600388,807
1521324,1445
271766,1237
1557053,537
1542350,1274
1036671,1498
8286,1926
1191036,1073
1539380,320
1564548,20007
1228841,3100
95070,24089
459552,1268
984943,51349
775122,17418
28656,189356
1530185,1065
1037757,67731
3394,13456
745776,7204
1593577,381
59200,6208
1473537,5723
346669,5559
738865,3963
19752,7372
323065,5822
109858,148946
189408,11089
434771,55556
1584285,405
1580686,221
1385655,2614
947057,11298
962341,142595
330089,3702
1565649,770
329614,4894
1265410,4138
1379748,5136
122845,4924
843191,4626
326886,2299
1174237,14521
1104408,14470
1115665,3870
1303018,1529
125905,3526
256958,3049
1585390,703
829085,23799
148758,1433
1564433,526
412908,3765
1235804,2095
1570429,258
648877,15323
194857,4914
268641,6379
1547397,299
1572726,473
1345683,5312
1040138,18234
250496,6159
19219,68760
1373056,6880
112233,9873
6966,41794
6983,20327
640201,6164
1212360,2089
1316900,2788
557670,7678
1001297,18485
551731,5534
1118386,10628
64266,8882
1371710,3011
1071528,20318
127456,2529
1011350,1066
49424,19464
57810,2626
639618,21737
515631,5504
904098,19879
1237095,8453
1230551,18254
870355,4951
957835,6805
879823,70110
545654,8946
1471237,848
806827,13132
1155043,9347
631291,1094
11404,22662
928836,6693
933094,8719
63870,4242
81201,7052
739165,21080
1270475,8348
847270,3651
472206,2550
913045,4272
1227046,2104
846414,4400
847848,16988
734467,1886
1267857,30733
566611,44015
1224541,4241
1433342,545
1150725,11909
290579,930647
1586488,1003
1018671,46777
723762,20196
1395156,11346
1259151,15050
960123,16434
669435,2839
836065,6296
775178,24824
1337030,4056
172003,10188
194841,12800
1076622,8561
1242517,7666
1176105,1219
1158933,4733
1594368,192
89680,72253
113195,7549
18987,6487
193597,12889
416271,28699
946416,3397
248045,2361
597299,15618
1332873,8865
1014562,1059
859137,3843
1429846,1429
914477,180479
785927,18739
1076728,46475
36823,27550
1054740,14001
892901,17332
1086698,23221
1229745,6988
835595,5585
1487314,1873
330188,3756
1219804,24345
100678,2492
1236780,4228
1502796,411
49178,71762
6973,23170
950354,18410
806564,6466
708580,4553
1096253,13068
141675,15989
936724,10903
717645,4342
652675,10442
269323,5223
842703,8323
794212,846
772662,12112
1329540,19950
1051985,15114
785726,33469
113832,21864
328693,2522
605917,6491
205013,5935
1422792,3190
704584,3754
1173345,27951
60810,13130
414659,1168
1501085,1038
183784,2447
592055,18964
1573346,272
1335100,9561
421781,10306
1436091,1398
329128,5473
405816,31389
605118,1992
975346,10887
814711,1839
1530655,657
100180,10976
786933,9194
1043657,42265
1017456,6673
789924,29685
1188638,4070
1285251,9341
768973,7230
1083328,9910
545465,8878
664933,7787
752769,5394
1170420,1026
475682,25481
1082425,1856
1437308,4835
1481384,1606
438459,25218
201927,47045
7716,4457
523669,23141
426483,27151
901647,4286
1296134,2242
194150,3321
892986,3615
435378,7600
785446,11799
534205,66386
289924,5097
991057,5243
1164282,4063
705467,1550
725819,8211
1311011,4307
973752,2590
1194337,21014
944036,5232
885378,22039
678593,9146
1006346,7830
91970,412069
705725,2769
1366319,1974
580271,20861
1448878,1432
646188,3464
1174780,3924
1025598,11861
82414,11066
1254083,6942
6566,8413
1417221,5742
478351,3965
1495694,766
721704,17435
11460,12980
314140,3843
731339,5537
744638,15384
1142398,7443
591767,64264
1474440,453
122266,10110
643391,1865
1204278,9914
764915,2264
1043659,41987
988364,9583
621215,5334
869653,9548
1065038,5291
1289390,1965
769583,4862
188705,18584
731494,4029
305823,12702
1096557,14223
1416307,4899
157621,3220
1332311,2540
1487406,2261
1026219,49582
446735,18816
902868,22592
1006761,1876
4930,4818
1418899,829
886828,28264
839566,9667
562764,304051
578164,3358
1440100,1826
170904,1300
1073158,1043
612931,19300
1334595,2527
25336,66524
819374,32735
843767,24210
560974,3048
1155893,12153
1063809,9396
425152,10954
925816,1051
604072,7878
527697,5624
1011455,13197
1372532,5577
705008,17898
526558,2847
356266,26921
563429,3054
189768,3777
988366,9016
1190968,14497
378576,13337
782232,4482
1407039,4204
639859,3647
1446759,1896
674711,2448
1476944,5363
112703,9182
628588,4150
799585,3046
948748,8080
1318815,2863
1115915,2768
3626,68188
967327,10543
1131597,22948
347279,25654
1238549,8013
382131,7269
1569456,232
304686,3504
813192,11140
1451764,504
3943,6336
411656,32646
884991,3543
1429265,1843
1434028,2517
899057,3124
1306854,8111
846361,44310
1537992,488
1440994,7532
696673,15606
246548,5574
749502,5864
20590,4151
1108939,4401
5496,8691
374452,24218
3309,28357
576990,81400
248801,16601
896131,13460
825080,37276
975460,40732
863780,20667
7390,20074
1263964,5549
1224211,5488
791037,23396
314650,100953
1231419,7621
1042225,5441
1129262,4533
846087,3685
122688,27246
302108,5844
20574,2790
90106,12980
799444,18889
348835,13758
466531,5750
785710,33087
1454866,6234
256902,38258
1220764,16597
753562,4742
695407,5165
526151,11529
1264133,7739
659952,10992
980839,14236
8164,5677
256339,11838
576882,7871
733247,19350
1244584,5848
501769,34722
1382160,1341
15743,3026
1172035,5763
1453586,2254
1484353,3835
12049,30356
645431,20018
422101,25075
631299,19094
244055,29731
1475601,18657
398216,12789
886964,10505
1021885,20854
1455930,1577
847729,11530
284286,4099
575813,1177
547860,6118
547937,44784
62868,926837
833473,19483
303389,82026
912317,11000
440776,2901
287177,6260
555591,14726
1325761,6984
680307,51695
299365,3581
478050,43900
955058,41943
1536519,1227
216844,17957
116661,23381
522857,106622
294000,32058
192309,7352
293981,122574
427074,169241
294441,93138
310421,18896
252834,12637
246998,9760
490070,7272
985969,13239
156441,2317
708512,3560
672175,7289
657860,10980
606736,19142
606032,7850
4629,33681
93488,8040
4089,64677
1099241,30212
761767,10501
1444512,943
135902,25368
1440045,5004
844714,13903
269946,4038
573,48916
1584036,204
7341,18963
790773,7397
293736,23526
91137,21066
822271,11217
123461,27942
683110,17220
4698,39299
1317824,8310
1486093,1235
19954,29448
964179,4504
189035,49159
392945,51242
493138,1807
420170,1143
219590,21511
245195,4834
6962,23690
378890,5883
436107,7795
213445,57177
466190,8271
1097981,6159
376065,10504
483305,33052
395613,111954
439894,18289
274210,21971
819369,33595
463967,22300
10608,830717
1086923,11486
364658,22874
809593,11742
280304,93725
718511,1979
247004,6930
1420312,534
1446670,935
760671,5156
163910,54433
782926,3030
960291,19394
1511429,1111
161286,16063
78425,21711
1506334,1103
907481,8150
679942,11201
1589808,199
427361,7123
1099239,29847
411593,3941
1151313,41723
1591689,523
83417,44306
94277,122667
1532393,2283
1583515,419
620034,4772
1477489,443
392701,2923
77400,8434
253029,29350
1119058,28394
128726,9085
886687,9259
527867,16393
201058,9737
887,35678
328805,20970
32878,17530
44298,16524
659334,9502
588267,15925
469688,19875
1014831,3765
1562220,570
976127,19782
637505,49605
192132,8243
422768,6726
921675,23810
1328946,1090
447162,2122
151720,494469
1371619,6690
296621,32711
124142,5853
544868,1187
679944,39673
974791,4165
796250,5277
167755,17881
291236,19125
867957,4776
314595,9850
494490,66271
800624,5464
1117014,28006
763769,9702
1590194,200
847847,18807
706608,18013
894864,67435
1003382,4557
1458517,515
192936,13029
841169,19769
292087,105768
294442,92793
767279,57629
1190883,16529
393885,53737
760557,10272
105331,23661
645188,21770
182956,15235
621069,16309
1499734,1451
577059,5345
26548,8487
61068,3056
1067560,22261
1494237,403
1533299,652
459326,26770
1040564,10198
1591682,1120
715888,110843
505182,1183
763399,6284
294444,91935
401704,83220
641274,4934
108154,25477
595093,16939
330738,31139
1475518,5611
35472,11339
882232,2746
832365,12955
238982,18421
646158,23213
420175,6230
190592,25307
1590205,198
289598,22999
661165,44725
239726,3036
960228,11258
1513394,7708
311376,506700
992373,4308
590384,4980
57693,13737
932368,1792
354056,23811
316755,12769
811313,37311
294448,82306
385880,47422
677066,4092
1231835,14740
822527,787
293975,112962
275524,219058
6091,363490
463188,55400
293998,275894
761835,16802
592484,80950
1505721,800
11918,4791
309910,5547
814500,3082
487082,13126
823987,17112
983027,16120
6957,23049
901149,1054
263548,2215
697732,37391
480986,5414
1058772,2072
111208,1356
1590187,397
19084,4708
94271,211610
1235078,3598
1189690,2143
294438,84576
696594,59476
1258776,3222
311550,9869
549993,2350
275398,16494
383009,20936
212990,6796
124629,7832
573419,4644
898881,6610
415740,2438
1491038,1683
664069,43169
171668,42547
17077,6383
654681,10719
3678,56070
130579,64878
1572204,734
8819,16321
549935,28227
1507511,395
2607,146295
283725,12379
94276,86574
1496826,4216
1172494,13281
70033,49165
48916,204243
751941,12061
328320,2217
1392926,5716
123820,6721
172671,4742
504938,23027
983084,14732
1480975,8583
362733,67246
307111,9683
657158,9233
1493368,5923
5484,72326
1581928,213
513287,9550
1319473,10873
1481385,1409
454539,28765
1589308,218
11012,5410
1181206,1183
201503,11080
278049,12413
187363,21309
330055,10765
1209194,1239
279112,20864
185262,11225
423030,4464
8861,126432
294433,90788
1472769,472
136689,76615
281692,17784
1493109,355
44817,33437
1086695,23338
348505,58528
1600625,1547
488511,3543
25995,36056
201923,2093
769857,2293
523517,2959
127701,4018
549300,3619
68006,6013
116168,2579
1493088,369
35534,23886
596190,5980
51606,25283
138473,23557
153196,12611
1448645,9866
627938,19457
1585089,199
1298875,14406
1067524,22223
62910,24477
1103796,16983
1490734,2060
1524059,1034
1472128,5425
69622,5514
479698,2031
1317631,11224
3200,5017
514360,1199
721591,5117
1426028,10053
209470,3072
794702,6001
2156,33528
1496304,1862
444325,12786
7110,27940
1573565,238
401552,6471
418811,3079
519829,18900
101333,13991
1286394,10475
1232153,1734
497779,15516
639263,92739
238560,3121
4765,100818
94284,89479
497500,434332
124685,26345
919401,1982
939692,2535
1493215,356
403400,885
7668,6709
1437345,2675
43888,34292
1178426,12482
203037,10092
715608,9540
6006,19688
719818,6367
492512,7939
846568,11713
481433,14538
1287296,4480
775808,2766
212558,17442
663091,3225
435859,4091
6457,3644
8463,13277
246352,14137
183686,6126
1581909,214
2899,52023
1426042,3838
153487,12659
233089,7891
57692,13678
678834,5236
517633,8657
1581951,217
266190,14574
1373624,1079
204247,14766
625752,68564
989276,70851
864500,15412
95543,13202
652831,11870
130573,3752
543419,9944
1282904,889
1018966,1097
676923,8975
1143198,16666
277553,19551
4996,23005
94523,4720
441852,11248
1313168,1545
830514,2749
1240654,13813
845918,10805
1267562,1673
219531,6095
531821,2130
151206,6570
1235050,12870
654891,22352
131794,64338
318608,4351
112092,18575
661022,14139
294420,118313
1458479,2511
16431,35594
1081379,4551
391846,1144
1220768,17736
90328,3507
294440,156291
246664,23240
639350,4484
7107,13034
275935,48838
392344,17924
1365874,2670
755890,16862
320818,8976
1495081,396
116089,33207
643665,12285
6958,34976
705185,3173
1448413,2350
116198,7403
378176,10899
885541,12139
562820,11349
506106,20270
1513294,1288
179712,291686
294685,117410
333511,106209
226854,12738
273436,428393
396047,3214
78358,19282
242186,5001
74664,33565
1584335,215
4893,44997
2175,17405
103900,9104
1415145,9557
429481,23264
6977,20390
6975,20435
1595083,350
2498,36735
3406,65754
61582,7276
459608,5600
775160,3482
1511494,636
243427,8895
1580562,226
1296671,2891
777738,22068
1075394,10665
208934,90120
1467191,1339
1468897,2495
349393,2937
1190905,17640
526986,46990
303761,98760
970048,1878
26006,16729
38675,7428
144373,20570
506641,33260
58863,7747
529299,2754
1520509,1619
475450,11531
1273426,3140
996784,5964
1399302,2389
48178,29951
1064861,15069
1323783,8928
344189,98468
414308,13521
162848,24245
1582079,225
137723,80913
1557586,552
816480,31589
1238481,4736
1582590,432
1037734,5173
405088,32278
1345568,21706
166709,11179
70954,10990
276928,7386
1439703,884
1340167,6073
943543,14068
939179,30275
498886,14282
1511072,358
135195,20584
1524492,641
904816,30204
1577724,2330
620162,1434
1218666,967
971064,22451
1597831,206
1582223,231
492705,6681
1447441,1259
467224,885
426799,13060
1433981,5759
1282459,8545
1305510,2196
804419,34804
1113306,3561
292199,27244
1454460,2512
682,15427
1547874,631
91954,16156
341428,34274
26813,5259
6672,37498
308467,31421
884,7233
1475367,6767
132320,10972
1533600,648
214939,13884
48726,1614540
1583400,499
127566,19717
1040737,120434
180715,21400
491727,55292
916553,8564
1247164,9147
830392,5029
361055,1769
3353,12115
371273,18201
1524690,664
344184,72917
1578751,2661
3093,8405
187896,13426
499711,19826
210557,12094
213533,19786
588609,24692
129070,97321
1583665,211
1480418,33171
956167,1993
1222877,1526
45685,6120
1566536,268
1009485,1835
1566634,532
1454905,2111
370081,4771
919979,3712
795367,14994
1572905,920
112094,17936
418604,20647
224013,15371
6124,65111
858,39752
39060,1596
1581306,407
649722,25689
1252433,13462
985194,9534
1050252,1018
260562,11308
206947,5066
1164420,4023
1500188,1039
954222,1047
1518160,7202
1100047,16242
749713,1030
1573319,252
1515764,2986
253242,17834
1255805,13806
1176262,26823
43673,15941
1088967,31256
149881,13087
773191,1020
1495092,518
867181,1684
1517585,337
1227442,5291
1235695,3355
114984,17113
591860,24396
75467,10757
1583743,213
282170,1242
755701,1022
151858,6271
1050944,2677
286084,2263
964865,5146
70347,206606
1543600,280
5179,2123
6265,9566
198008,1447
2762,44396
331127,2394
1540647,2429
1533911,329
919318,29238
124688,6689
1221630,7420
114622,5074
1053635,13490
822495,82316
6723,294408
39195,1544
1528108,1750
1553349,1098
1125884,274192
1510676,1229
1475558,19721
988686,5100
1522959,5154
497651,1206
156374,9258
99689,46647
1495178,1714
4502,27082
1333438,8689
832445,3553
290182,2180
782339,10123
825319,1106
1029392,19785
1158192,3571
224319,4076
23564,15670
250306,2847
1549211,1219
1335487,9710
1366852,790
1244883,2487
1550722,1799
8154,25890
718008,1073
607552,4122
1014711,12498
3767,10442
929475,12770
1477140,1511
1583713,205
1001205,1943
736972,1865
891321,8054
1353,5836
1025909,1769
1563315,252
1169622,6182
1435691,523
1215449,11375
306983,19960
401,53650
120007,13300
861343,52295
369987,24378
1197006,20766
380187,15103
81158,34400
1513190,1031
139326,36399
179737,7009
228382,1249
1548470,1149
1277841,10699
1484989,1158
82067,30534
914293,998
1258762,1665
8488,7347
822497,15732
84753,18884
138519,14136
48176,58890
501278,218075
1039472,5280
1440038,1027
1081869,1601
505277,231055
330858,62961
7474,9041
1168623,5200
1539662,734
940263,3796
292789,8455
1582170,217
111480,1305
629176,1137
1585425,558
827746,80241
204614,16208
1493074,360
7312,11841
1034918,15495
1407658,3393
758470,2973
186764,5068
943718,3419
1164371,2082
1444001,10056
1165502,9560
1034957,20496
297777,5825
851706,1950
119093,4877
963860,10218
740027,1849
962102,50840
1458501,7485
981936,34544
1025792,2766
773138,12065
1143521,33091
854191,69184
1590526,555
693612,19747
1594871,540
1306040,17273
165813,78573
1325914,8239
992793,48449
1392968,1223
843529,1029
1453728,2082
1080491,3146
137036,35880
1594597,208
1095622,8158
126409,20704
1125589,16254
1246494,2349
594573,867649
1497530,7635
4696,411737
691132,1619
8655,5593
61455,9345
846363,5081
1483503,406
1007952,1993
313578,11718
1445282,651
858884,1696
777740,28326
1184232,29501
689447,147313
1044991,15494
5952,208062
201651,132939
174448,71095
1541012,1679
65789,22046
1274419,4750
94338,93109
617132,7631
1058978,5545
776226,8596
1294662,807
876383,22127
1056324,16673
1315395,11485
393275,2184
433031,17245
994352,3072
972836,1794
1354790,2698
5308,6471
1251585,24377
452336,46308
1049709,32086
1068316,20239
963847,11177
24801,542153
1361237,4773
91666,26145
1583439,2983
1304402,802
1587350,1036
1512912,1240
1541025,930
1183563,1098
1248894,11162
361724,31837
87622,15990
1536088,293
105330,24255
1154050,35864
1207674,16738
1384802,2251
370473,64316
1182705,13793
1473598,1520
1519920,680
559954,44745
535554,3459
198240,4467
1469428,861
1042547,2322
773793,1444
81198,51617
2148,11272
7440,89563
378572,28880
63081,22527
1501116,1819
924496,23801
1116541,3046
680300,20573
654481,57211
132864,59285
1390191,3460
1204798,2537
1330561,3361
1474199,1416
705918,38368
764349,865
1258204,49025
1352482,10910
612752,5734
1048142,20251
611966,13921
1528753,345
1104075,17124
44282,16534
10237,6578
44294,16664
1267649,19226
1396067,1002
359637,33986
915837,114399
822461,99746
199490,592677
921787,44695
1211833,3840
1422634,970
1444407,526
1497411,1117
899208,2430
271076,2154
1368800,1391
1392878,1281
1578274,232
1584127,209
1481381,1491
1152418,4179
890962,7659
1546829,623
776366,1475
780565,2230
606531,45784
1214843,1045
1580964,220
908206,1072
899890,6075
1581914,214
1229657,1771
1540469,306
1255481,40069
1340814,9154
29148,19035
103759,17405
